Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit,Lead_Time_Days,Ship_Mode_encoded,Latitude,Longitude
4070,CA-2016-145303,2016-08-28,2016-08-31,First Class,TP-21415,Tom Prescott,Consumer,United States,Dallas,Texas,75081,Central,Kelly Williams,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",0,13.14,9,0.8,-21.681,3,1,39.82628386276278,-102.64953868079346
4071,CA-2016-145303,2016-08-28,2016-08-31,First Class,TP-21415,Tom Prescott,Consumer,United States,Dallas,Texas,75081,Central,Kelly Williams,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,0,10.024,4,0.8,-16.5396,3,1,39.82628386276278,-102.64953868079346
4072,CA-2016-145303,2016-08-28,2016-08-31,First Class,TP-21415,Tom Prescott,Consumer,United States,Dallas,Texas,75081,Central,Kelly Williams,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",0,156.3728,2,0.32,-52.8908,3,1,39.82628386276278,-102.64953868079346
4073,CA-2015-156104,2015-06-12,2015-08-12,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Indianapolis,Indiana,46203,Central,Kelly Williams,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,0,999.98,2,0.0,449.991,61,2,35.415725829373585,-104.83536342451683
4074,US-2015-164308,2015-09-24,2015-09-27,First Class,SC-20680,Steve Carroll,Home Office,United States,Broken Arrow,Oklahoma,74012,Central,Kelly Williams,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,0,821.94,6,0.0,213.7044,3,1,28.251738883931182,-119.06183171859314
4075,CA-2017-108112,2017-11-15,2017-11-20,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Miramar,Florida,33023,South,Cassandra Brandow,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",0,220.064,4,0.2,55.016,5,3,30.592962248664644,-98.39234803381882
4076,CA-2017-108112,2017-11-15,2017-11-20,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Miramar,Florida,33023,South,Cassandra Brandow,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",0,339.136,4,0.2,0.0,5,3,30.592962248664644,-98.39234803381882
4077,CA-2015-100685,2015-12-19,2015-12-21,Second Class,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,Kelly Williams,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,0,7.04,2,0.0,3.3088,2,2,47.242726217654656,-71.41374949979922
4078,CA-2015-100685,2015-12-19,2015-12-21,Second Class,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,Kelly Williams,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,0,5.04,4,0.0,0.2016,2,2,47.242726217654656,-71.41374949979922
4079,CA-2015-100685,2015-12-19,2015-12-21,Second Class,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,Kelly Williams,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,0,116.28,3,0.0,56.9772,2,2,47.242726217654656,-71.41374949979922
4080,CA-2015-165414,2015-12-21,2015-12-24,First Class,LS-17245,Lynn Smith,Consumer,United States,Jacksonville,North Carolina,28540,South,Cassandra Brandow,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,0,47.976,3,0.2,4.7976,3,1,42.361954474940575,-89.36071832671607
4081,CA-2016-140417,2016-09-25,2016-09-29,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Tigard,Oregon,97224,West,Anna Andreadi,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",0,60.048,9,0.2,22.518,4,3,34.855864009628576,-103.75986713684478
4082,CA-2016-140417,2016-09-25,2016-09-29,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Tigard,Oregon,97224,West,Anna Andreadi,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,0,5.022,1,0.7,-3.5154,4,3,34.855864009628576,-103.75986713684478
4083,US-2017-151316,2017-06-24,2017-06-30,Standard Class,MC-17635,Matthew Clasen,Corporate,United States,Decatur,Illinois,62521,Central,Kelly Williams,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,0,182.994,3,0.8,-320.2395,6,3,26.555804746359684,-99.00415402386258
4084,US-2017-151316,2017-06-24,2017-06-30,Standard Class,MC-17635,Matthew Clasen,Corporate,United States,Decatur,Illinois,62521,Central,Kelly Williams,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,0,10.272,3,0.2,3.21,6,3,26.555804746359684,-99.00415402386258
4085,CA-2017-163692,2017-07-09,2017-09-09,First Class,Dp-13240,Dean percer,Home Office,United States,Phoenix,Arizona,85023,West,Anna Andreadi,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,0,7.857,3,0.7,-6.0237,62,1,34.421991468883576,-107.35990833299077
4086,CA-2016-111913,2016-04-08,2016-06-08,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,95823,West,Anna Andreadi,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,0,302.384,2,0.2,30.2384,61,2,27.5265623123781,-123.44206729347673
4087,CA-2016-111913,2016-04-08,2016-06-08,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,95823,West,Anna Andreadi,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,0,20.952,3,0.2,7.0713,61,2,27.5265623123781,-123.44206729347673
4088,CA-2016-111913,2016-04-08,2016-06-08,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,95823,West,Anna Andreadi,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",0,11.784,3,0.2,3.9771,61,2,27.5265623123781,-123.44206729347673
4089,US-2014-156559,2014-08-19,2014-08-26,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Jonesboro,Arkansas,72401,South,Cassandra Brandow,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",0,638.82,9,0.0,172.4814,7,3,41.86158094008772,-117.15833752612467
4090,CA-2016-161473,2016-01-04,2016-05-04,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,10035,East,Chuck Magee,OFF-LA-10001297,Office Supplies,Labels,Avery 473,0,20.7,2,0.0,9.936,121,3,43.12277265536933,-88.66223162741748
4091,CA-2016-161473,2016-01-04,2016-05-04,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,10035,East,Chuck Magee,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,0,10.95,3,0.0,3.285,121,3,43.12277265536933,-88.66223162741748
4092,CA-2016-161473,2016-01-04,2016-05-04,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,10035,East,Chuck Magee,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,0,14.352,3,0.2,4.6644,121,3,43.12277265536933,-88.66223162741748
4093,CA-2017-166576,2017-05-16,2017-05-18,First Class,JM-15865,John Murray,Consumer,United States,Akron,Ohio,44312,East,Chuck Magee,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",0,221.024,2,0.2,-55.256,2,1,44.81439573442118,-110.27761242359773
4094,CA-2015-102491,2015-08-24,2015-08-28,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Florence,Kentucky,41042,South,Cassandra Brandow,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,0,3080.0,7,0.0,1416.8,4,3,44.1518200383364,-107.08008440551056
4095,CA-2015-102491,2015-08-24,2015-08-28,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Florence,Kentucky,41042,South,Cassandra Brandow,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,0,79.96,4,0.0,18.3908,4,3,44.1518200383364,-107.08008440551056
4096,CA-2015-102491,2015-08-24,2015-08-28,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Florence,Kentucky,41042,South,Cassandra Brandow,TEC-PH-10001619,Technology,Phones,LG G3,0,587.97,3,0.0,170.5113,4,3,44.1518200383364,-107.08008440551056
4097,CA-2014-116904,2014-09-23,2014-09-28,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Minneapolis,Minnesota,55407,Central,Kelly Williams,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,0,32.4,5,0.0,15.552,5,3,38.37713200646875,-97.93481241779008
4098,CA-2014-116904,2014-09-23,2014-09-28,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Minneapolis,Minnesota,55407,Central,Kelly Williams,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,0,404.9,5,0.0,16.196,5,3,38.37713200646875,-97.93481241779008
4099,CA-2014-116904,2014-09-23,2014-09-28,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Minneapolis,Minnesota,55407,Central,Kelly Williams,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,0,9449.95,5,0.0,4630.4755,5,3,38.37713200646875,-97.93481241779008
4100,CA-2014-116904,2014-09-23,2014-09-28,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Minneapolis,Minnesota,55407,Central,Kelly Williams,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,0,12.94,2,0.0,6.47,5,3,38.37713200646875,-97.93481241779008
4101,US-2017-102288,2017-06-19,2017-06-23,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77095,Central,Kelly Williams,OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",0,2.264,1,0.8,-5.2072,4,3,32.97899501611679,-94.76306695340054
4102,US-2017-102288,2017-06-19,2017-06-23,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77095,Central,Kelly Williams,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0,0.444,1,0.8,-1.11,4,3,32.97899501611679,-94.76306695340054
4103,US-2017-102288,2017-06-19,2017-06-23,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77095,Central,Kelly Williams,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,0,146.176,8,0.2,47.5072,4,3,32.97899501611679,-94.76306695340054
4104,CA-2017-137456,2017-12-21,2017-12-21,Same Day,RB-19465,Rick Bensley,Home Office,United States,Fremont,Nebraska,68025,Central,Kelly Williams,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,0,15.92,2,0.0,7.0048,0,0,46.78592823972759,-110.21810912724257
4105,US-2017-155999,2017-07-08,2017-08-13,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,1,159.96,5,0.2,17.9955,36,3,31.559844898944235,-76.75011125721437
4106,US-2017-155999,2017-07-08,2017-08-13,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,1,13.76,2,0.2,4.644,36,3,31.559844898944235,-76.75011125721437
4107,US-2016-148334,2016-08-22,2016-08-26,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",0,4.312,2,0.8,-6.8992,4,3,32.97899501611679,-94.76306695340054
4108,CA-2015-105599,2015-07-09,2015-07-09,Same Day,MC-17275,Marc Crier,Consumer,United States,New York City,New York,10011,East,Chuck Magee,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,0,13.96,2,0.0,0.2792,0,0,43.12277265536933,-88.66223162741748
4109,CA-2015-105599,2015-07-09,2015-07-09,Same Day,MC-17275,Marc Crier,Consumer,United States,New York City,New York,10011,East,Chuck Magee,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,0,27.414,3,0.4,-14.1639,0,0,43.12277265536933,-88.66223162741748
4110,CA-2015-153717,2015-12-25,2016-01-01,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,Kelly Williams,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",0,73.98,2,0.0,19.9746,7,3,30.6632698735825,-113.8731724573595
4111,CA-2015-153717,2015-12-25,2016-01-01,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,Kelly Williams,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,0,160.98,1,0.0,20.9274,7,3,30.6632698735825,-113.8731724573595
4112,CA-2015-153717,2015-12-25,2016-01-01,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,Kelly Williams,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,0,17.34,3,0.0,8.4966,7,3,30.6632698735825,-113.8731724573595
4113,CA-2015-153717,2015-12-25,2016-01-01,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,Kelly Williams,OFF-AR-10002375,Office Supplies,Art,Newell 351,0,3.28,1,0.0,0.9512,7,3,30.6632698735825,-113.8731724573595
4114,CA-2015-116687,2015-02-05,2015-07-05,Standard Class,NC-18625,Noah Childs,Corporate,United States,Houston,Texas,77095,Central,Kelly Williams,OFF-LA-10000443,Office Supplies,Labels,Avery 501,0,8.856,3,0.2,2.9889,150,3,32.97899501611679,-94.76306695340054
4115,CA-2015-116687,2015-02-05,2015-07-05,Standard Class,NC-18625,Noah Childs,Corporate,United States,Houston,Texas,77095,Central,Kelly Williams,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,0,158.376,3,0.2,13.8579,150,3,32.97899501611679,-94.76306695340054
4116,CA-2016-163573,2016-11-24,2016-11-27,First Class,AC-10450,Amy Cox,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,0,1219.96,5,0.2,381.2375,3,1,43.10627704648331,-89.47131304885207
4117,CA-2015-153416,2015-11-24,2015-11-29,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,0,3.168,2,0.2,0.99,5,3,36.09282679404764,-85.23751946320377
4118,CA-2015-153416,2015-11-24,2015-11-29,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,0,19.44,3,0.0,9.3312,5,3,36.09282679404764,-85.23751946320377
4119,CA-2015-153416,2015-11-24,2015-11-29,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,0,454.86,7,0.0,54.5832,5,3,36.09282679404764,-85.23751946320377
4120,CA-2015-153416,2015-11-24,2015-11-29,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,0,91.392,8,0.2,29.7024,5,3,36.09282679404764,-85.23751946320377
4121,CA-2017-117394,2017-04-09,2017-10-09,Standard Class,MM-17920,Michael Moore,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,0,19.04,4,0.2,-1.428,183,3,26.510382578061424,-119.55570684625017
4122,CA-2017-133823,2017-11-05,2017-12-05,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",0,37.44,6,0.0,16.848,30,0,43.10627704648331,-89.47131304885207
4123,CA-2017-133823,2017-11-05,2017-12-05,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-LA-10004545,Office Supplies,Labels,Avery 50,0,37.59,3,0.0,17.6673,30,0,43.10627704648331,-89.47131304885207
4124,CA-2017-133823,2017-11-05,2017-12-05,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",0,26.032,2,0.2,9.4366,30,0,43.10627704648331,-89.47131304885207
4125,CA-2014-127523,2014-11-05,2014-11-05,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Watertown,New York,13601,East,Chuck Magee,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,0,35.91,3,0.0,9.6957,0,3,29.208386923950158,-123.76647770878539
4126,CA-2017-123239,2017-07-27,2017-07-31,Second Class,MG-18145,Mike Gockenbach,Consumer,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",0,91.032,3,0.2,-2.2758,4,2,36.6689044682838,-113.45289213300457
4127,CA-2017-156769,2017-06-05,2017-09-05,First Class,GZ-14470,Gary Zandusky,Consumer,United States,Arlington,Virginia,22204,South,Cassandra Brandow,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,0,54.66,6,0.0,18.0378,92,1,33.465956749140034,-107.08270324170668
4128,CA-2014-127299,2014-09-19,2014-09-24,Standard Class,JL-15835,John Lee,Consumer,United States,Charlotte,North Carolina,28205,South,Cassandra Brandow,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,0,67.344,6,0.2,7.5762,5,3,46.18558804519199,-81.85337877782032
4129,CA-2014-127299,2014-09-19,2014-09-24,Standard Class,JL-15835,John Lee,Consumer,United States,Charlotte,North Carolina,28205,South,Cassandra Brandow,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",0,2624.985,3,0.5,-944.9946,5,3,46.18558804519199,-81.85337877782032
4130,CA-2015-121272,2015-03-29,2015-04-04,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,0,73.28,4,0.0,21.2512,6,3,43.10627704648331,-89.47131304885207
4131,CA-2014-115336,2014-11-18,2014-11-25,Standard Class,AB-10600,Ann Blume,Corporate,United States,Chicago,Illinois,60623,Central,Kelly Williams,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",0,14.48,5,0.8,-23.892,7,3,26.615184858639466,-114.17929417515504
4132,CA-2015-111703,2015-02-07,2015-09-07,Standard Class,KB-16315,Karl Braun,Consumer,United States,Hollywood,Florida,33021,South,Cassandra Brandow,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,0,11.952,3,0.2,4.0338,212,3,37.10755116736477,-106.55411174688784
4133,CA-2015-111703,2015-02-07,2015-09-07,Standard Class,KB-16315,Karl Braun,Consumer,United States,Hollywood,Florida,33021,South,Cassandra Brandow,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,0,15.552,3,0.2,5.6376,212,3,37.10755116736477,-106.55411174688784
4134,CA-2014-128839,2014-08-09,2014-09-13,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chesapeake,Virginia,23320,South,Cassandra Brandow,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,0,45.0,9,0.0,21.6,35,3,28.868375185466945,-106.66948796021899
4135,CA-2014-128839,2014-08-09,2014-09-13,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chesapeake,Virginia,23320,South,Cassandra Brandow,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",0,209.97,3,0.0,90.2871,35,3,28.868375185466945,-106.66948796021899
4136,CA-2017-105914,2017-02-10,2017-08-10,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",0,112.12,5,0.2,42.045,181,3,36.09282679404764,-85.23751946320377
4137,CA-2017-105914,2017-02-10,2017-08-10,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,0,1575.14,7,0.0,204.7682,181,3,36.09282679404764,-85.23751946320377
4138,CA-2017-110926,2017-11-19,2017-11-23,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Alexandria,Virginia,22304,South,Cassandra Brandow,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,0,25.06,7,0.0,12.53,4,3,28.468788526272423,-99.35475013203282
4139,CA-2016-117226,2016-12-30,2017-01-01,First Class,KD-16495,Keith Dawkins,Corporate,United States,Deer Park,Texas,77536,Central,Kelly Williams,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,0,6.924,6,0.8,-10.386,2,1,25.929016536824854,-111.47889006634423
4140,CA-2017-127313,2017-01-12,2017-04-12,First Class,RA-19285,Ralph Arnett,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,0,37.392,3,0.2,2.337,90,1,26.510382578061424,-119.55570684625017
4141,CA-2017-127313,2017-01-12,2017-04-12,First Class,RA-19285,Ralph Arnett,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",0,79.12,5,0.2,13.846,90,1,26.510382578061424,-119.55570684625017
4142,CA-2016-136287,2016-06-13,2016-06-17,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Wichita,Kansas,67212,Central,Kelly Williams,OFF-LA-10003148,Office Supplies,Labels,Avery 51,0,18.9,3,0.0,8.694,4,3,40.001016837574085,-94.51722982658164
4143,US-2014-107699,2014-05-19,2014-05-23,Standard Class,JH-15820,John Huston,Consumer,United States,Midland,Michigan,48640,Central,Kelly Williams,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,0,57.42,9,0.0,26.4132,4,3,36.82194104082012,-118.48248784032005
4144,CA-2017-112725,2017-01-30,2017-06-02,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",1,12.74,7,0.0,5.733,123,3,35.9461907101502,-78.59947715690333
4145,CA-2017-112725,2017-01-30,2017-06-02,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-AR-10001227,Office Supplies,Art,Newell 338,1,8.82,3,0.0,2.3814,123,3,35.9461907101502,-78.59947715690333
4146,CA-2017-112725,2017-01-30,2017-06-02,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,1,120.784,1,0.2,-13.5882,123,3,35.9461907101502,-78.59947715690333
4147,CA-2015-136196,2015-11-28,2015-11-28,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Freeport,New York,11520,East,Chuck Magee,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",0,322.59,3,0.0,64.518,0,3,40.23150222085965,-77.56783019107883
4148,CA-2017-106068,2017-10-23,2017-10-28,Standard Class,RB-19330,Randy Bradley,Consumer,United States,Austin,Texas,78745,Central,Kelly Williams,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",0,9.762,3,0.8,-15.1311,5,3,32.64751869583689,-91.12401948095383
4149,CA-2017-106068,2017-10-23,2017-10-28,Standard Class,RB-19330,Randy Bradley,Consumer,United States,Austin,Texas,78745,Central,Kelly Williams,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,0,13.72,1,0.2,1.2005,5,3,32.64751869583689,-91.12401948095383
4150,CA-2017-106068,2017-10-23,2017-10-28,Standard Class,RB-19330,Randy Bradley,Consumer,United States,Austin,Texas,78745,Central,Kelly Williams,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,0,55.2,1,0.2,-2.07,5,3,32.64751869583689,-91.12401948095383
4151,CA-2017-106068,2017-10-23,2017-10-28,Standard Class,RB-19330,Randy Bradley,Consumer,United States,Austin,Texas,78745,Central,Kelly Williams,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",0,259.136,4,0.2,-58.3056,5,3,32.64751869583689,-91.12401948095383
4152,CA-2017-100160,2017-07-09,2017-11-09,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-LA-10002475,Office Supplies,Labels,Avery 519,0,29.24,5,0.2,9.8685,123,3,26.510382578061424,-119.55570684625017
4153,CA-2017-100160,2017-07-09,2017-11-09,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",0,15.552,3,0.2,5.4432,123,3,26.510382578061424,-119.55570684625017
4154,CA-2017-100160,2017-07-09,2017-11-09,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,0,4.896,3,0.2,1.6524,123,3,26.510382578061424,-119.55570684625017
4155,CA-2016-139689,2016-12-29,2017-03-01,Standard Class,MP-17965,Michael Paige,Corporate,United States,Bristol,Tennessee,37620,South,Cassandra Brandow,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,0,38.088,4,0.7,-27.9312,62,3,29.383485141708533,-103.79579538805277
4156,CA-2016-139689,2016-12-29,2017-03-01,Standard Class,MP-17965,Michael Paige,Corporate,United States,Bristol,Tennessee,37620,South,Cassandra Brandow,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,0,2.808,3,0.7,-1.9656,62,3,29.383485141708533,-103.79579538805277
